Ce,Ca,T,GR,Alo,Alt,Mo,La
0.49709638293774183,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
1.9763248574159247,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
1.9763248574159247,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.1379160554258601
-0.39044070174916784,1.3503205832592482,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.8132255612501406,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,0.8132255612501406,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
4.343090416581017,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
0.6746037998751238,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,0.101812780747203,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.8132255612501406,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
1.9763248574159247,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
0.6154346608959964,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,-1.1397637022124734,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.035425867874403966,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,0.008055349071906985
0.6746037998751238,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.2721024237909132,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.16445631078909048
-0.39044070174916784,1.7766403207023855,2.1152184035585497,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
1.1479569117081423,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
0.5562655219168692,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.035425867874403966,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,0.4061591795203626
1.9763248574159247,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,3.7236910999241597
-0.39044070174916784,1.7766403207023855,2.1152184035585497,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.035425867874403966,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,2.1152184035585497,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.101812780747203,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.101812780747203,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.7356009892303882,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,1.069665563601122
-0.39044070174916784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,1.069665563601122
-0.39044070174916784,-1.1619207266735256,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,3.7236910999241597
-0.39044070174916784,1.7766403207023855,-1.1397637022124734,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.2721024237909132,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.6746037998751238,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,-1.1397637022124734,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
1.1479569117081423,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,0.14075662588805885
-0.39044070174916784,-1.1619207266735256,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,2.1152184035585497,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
0.7929420778333784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.15376414583265857,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.6746037998751238,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
4.343090416581017,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
0.6746037998751238,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.5562655219168692,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.4379272439586145,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.7356009892303882,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,0.14075662588805885
-0.39044070174916784,1.7766403207023855,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.101812780747203,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.16445631078909048
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,0.9369642867849701
-0.2721024237909132,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,5.050703868085678
-0.39044070174916784,1.3503205832592482,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.3195889660003599,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,6.3777166362471975
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.3312715627700405,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.7356009892303882,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.101812780747203,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
0.5562655219168692,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,-2.4417565445208824,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.2012506880421053,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,0.9369642867849701
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
4.343090416581017,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
5.526473196163563,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.3076039071783896,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.7356009892303882,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,5.050703868085678
-0.15376414583265857,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.3076039071783896,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
3.159707636998471,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.37860687395334236,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.4379272439586145,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
1.9763248574159247,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
5.526473196163563,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
5.526473196163563,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-2.4417565445208824,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
0.4379272439586145,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,-1.1397637022124734,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,0.2734579027042108
-0.39044070174916784,0.5129068132816571,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.16445631078909048
-0.39044070174916784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,0.008055349071906985
0.6746037998751238,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
3.159707636998471,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.2573472045603968
-0.39044070174916784,1.7766403207023855,2.1152184035585497,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.16445631078909048
-0.39044070174916784,0.101812780747203,0.8132255612501406,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,2.1152184035585497,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.101812780747203,2.1152184035585497,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
0.3195889660003599,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.3549392183616914,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,0.4061591795203626
-0.3076039071783896,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
1.3846334676246517,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,-1.1397637022124734,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.5129068132816571,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,0.8132255612501406,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.9392265507247942,-0.48876728105826867,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.7356009892303882,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,0.3606497641948222,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,0.2734579027042108
-0.39044070174916784,-1.1619207266735256,0.16222914009593592,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,1.6246645449818033,-0.09810567238101454
-0.39044070174916784,-1.1619207266735256,0.8132255612501406,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,1.3503205832592482,-0.48876728105826867,-0.6902282914656734,-0.6902282914656733,-0.6902282914656734,-0.6155116778345158,-0.2573472045603968
-0.39044070174916784,-0.32450695669593427,0.16222914009593592,1.4487960177299284,1.4487960177299286,1.4487960177299284,-0.6155116778345158,-0.2573472045603968
